Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2019-01-03T20:49:50+0000,Is This the End of the Age of Apple?,"We need the next wave of innovation, and we need it now. ","If anything, MedMen, on Santa Monica Boulevard in West Hollywood, Calif., looks just like an Apple Store. It’s decked out with blond wood tables on which a range of products are artfully displayed — the Puffco Peak portable vaporizer, an electronic Dosist vape pen, the latest issue of Ember magazine and, of course, so much weed delivered in an astonishing variety of ways, from tinctures to gummy bears to cookies to just plain joints. A crowd of customers is attended to by cheerful staff members decked out in jaunty red hoodies and carrying iPads. “Let’s be buds” urges a sign on one table.","We need the next wave of innovation, and we need it now. ",The New York Times,https://www.nytimes.com/2019/01/03/opinion/apple-revenue-china-innovation.html
2019-01-05T10:00:07+0000,Apple’s Biggest Problem? My Mom,"The most consequential hit to the bottom line may be from people, including longtime fans, who are holding on to their phones longer.","When Apple lost more than $75 billion in market value this past week after a surprise announcement that it is expecting lower iPhone sales than originally projected, the company put most of the blame for its troubles on China, where a slowing economy and the trade war with the United States have hurt sales.","The most consequential hit to the bottom line may be from people, including longtime fans, who are holding on to their phones longer.",The New York Times,https://www.nytimes.com/2019/01/05/technology/apple-iphone-replacement-mom.html
2019-01-04T17:41:25+0000,One Photographer’s Delicious (and Technicolor) Homage to Apples,"In “Odd Apples,” William Mullan chronicles — and idealizes — rare varieties of the fruit. ","The photographer William Mullan estimates that his obsession with apples began when he was a high schooler in Esher, a small town outside of London. An Egremont apple caught his eye at the local Waitrose, a British chain of upscale grocery stores. “I was really curious as to why such a highly selective supermarket would carry an apple that most people would agree looks like a potato and not at all what we demand an apple look like as consumers,” he recalls. But when he tried it, the apple was, in his words, mind-blowing. “It’s a really delicious, complex apple that has all these wonderfully nutty and cidery notes — like chestnuts and hot apple cider,” he says. “It tastes like the Instagram filter you’d pick for a photo of autumn leaves.” From then on, he was hooked, spending hours, and eventually years, researching apple varieties and the history of the fruit.","In “Odd Apples,” William Mullan chronicles — and idealizes — rare varieties of the fruit. ",The New York Times,https://www.nytimes.com/2019/01/04/t-magazine/odd-apples-photos-william-mullan.html
2019-01-03T20:39:10+0000,Was Apple’s Warning a Surprise? Not to Its Suppliers,"Qorvo, Cirrus Logic, Lumentum and AMS had all slashed their revenue forecasts for the most recent quarter late last year.",Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,"Qorvo, Cirrus Logic, Lumentum and AMS had all slashed their revenue forecasts for the most recent quarter late last year.",The New York Times,https://www.nytimes.com/2019/01/03/business/dealbook/apple-suppliers-stocks.html
2019-01-02T22:03:34+0000,Apple Cuts Revenue Forecast Because of Slow iPhone Sales in China,A surprise announcement added to concerns about the ability of American tech giants to navigate an increasingly uncertain economy and a trade war with China.,"SAN FRANCISCO — Apple reduced its revenue expectations for the first time in 16 years on Wednesday because of poor iPhone sales in China, an unexpected development that underscored the slowing of China’s economy and raised fears of further turmoil in global markets.",A surprise announcement added to concerns about the ability of American tech giants to navigate an increasingly uncertain economy and a trade war with China.,The New York Times,https://www.nytimes.com/2019/01/02/technology/apple-revenue-decline-china.html
2019-01-04T20:56:21+0000,"In Price and Value, Chinese Phone Makers Outpace Apple in Much of the World","The tech giant’s recent warning about disappointing iPhone sales in China obscured the fact that it is also losing out to Chinese brands in places like France, Germany, India and Southeast Asia.","BEIJING — To most Americans, the names are unfamiliar, maybe a little hard to pronounce: Huawei, Xiaomi, Oppo, Vivo.","The tech giant’s recent warning about disappointing iPhone sales in China obscured the fact that it is also losing out to Chinese brands in places like France, Germany, India and Southeast Asia.",The New York Times,https://www.nytimes.com/2019/01/04/technology/china-smartphones-iphone.html
2019-01-10T12:41:44+0000,How Companies Like Apple Sprinkle Secrets in Earnings Reports,"Companies repeat themselves in dull earnings reports. But when they make many changes in the text from year to year, it often signals trouble.","Don’t blame Wall Street analysts, rank-and-file investors and journalists for failing to read corporate earnings reports from beginning to end.","Companies repeat themselves in dull earnings reports. But when they make many changes in the text from year to year, it often signals trouble.",The New York Times,https://www.nytimes.com/2019/01/10/business/secrets-corporate-reports-apple.html
2019-01-04T21:45:03+0000,5 Reasons You Wouldn’t Want to Be in Tim Cook’s Shoes Right Now,"Apple’s chief executive has enjoyed enormous success over his seven years running the company, but he’s likely to face tougher times ahead.","Do not pity Timothy D. Cook. He has made hundreds of millions of dollars as Apple’s chief executive. He is regarded as one of business’s best bosses, and runs a company with a beloved brand and $130 billion in cash. ","Apple’s chief executive has enjoyed enormous success over his seven years running the company, but he’s likely to face tougher times ahead.",The New York Times,https://www.nytimes.com/2019/01/04/technology/apple-tim-cook-china.html
2019-01-09T20:11:38+0000,CES 2019: It’s the Year of Virtual Assistants and 5G ,"A visual tour of the world’s most important tech conference offers a window into the year’s trends, including next-generation wireless networks and the invasion of A.I. ",LAS VEGAS — The show must go on. ,"A visual tour of the world’s most important tech conference offers a window into the year’s trends, including next-generation wireless networks and the invasion of A.I. ",The New York Times,https://www.nytimes.com/2019/01/09/technology/ces.html
2019-01-08T00:12:13+0000,American Companies Need Chinese Consumers,Apple’s declining sales reveal how important the health of China’s consumer market is to the world’s economy.,"In a rare bit of bad news for its investors, Apple last week laid the blame for lower than expected revenue on its performance in China. The news sent Apple’s stock price plunging, and investors also ditched other companies with significant exposure in China. The scale of the damage, both to Apple’s bottom line and to the broader market, underscores how critically important China — and Chinese consumers — have become for American companies.",Apple’s declining sales reveal how important the health of China’s consumer market is to the world’s economy.,The New York Times,https://www.nytimes.com/2019/01/07/opinion/apple-china.html
