Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2014-01-09T19:51:55+0000,Apple and Samsung Chiefs to Meet a Mediator Ahead of Next Patent Suit,"In March, Apple and Samsung Electronics are scheduled to go to trial again to fight over smartphone patents. But after discussing settlement opportunities earlier this week, the companies have agreed to meet with a mediator.","In March, Apple and Samsung Electronics are scheduled to go to trial again to fight over smartphone patents. But after discussing settlement opportunities earlier this week, the companies have agreed to meet with a mediator.","In March, Apple and Samsung Electronics are scheduled to go to trial again to fight over smartphone patents. But after discussing settlement opportunities earlier this week, the companies have agreed to meet with a mediator.",The New York Times,https://bits.blogs.nytimes.com/2014/01/09/apple-samsung-mediation/
2014-01-10T13:02:19+0000,"Changes in Windows 8.1, With Skype Replacing Messaging App","A summary of differences in the latest Windows upgrade, and how to share files between Apple devices.",Meeting the New Messenger in Windows 8.1,"A summary of differences in the latest Windows upgrade, and how to share files between Apple devices.",The New York Times,https://www.nytimes.com/2014/01/10/technology/personaltech/changes-in-windows-8-1-with-skype-replacing-messaging-app.html
2014-01-07T22:25:49+0000,Taking Along iCloud Calendars,"Apple’s iCloud data service works best with Apple’s own devices, but it is possible to make it work with other companies’ hardware.","Q. Our family life depends on Apple shared calendars. If I go AWOL and get a non-Apple portable device, can I get access to the calendar? For that matter, can I get access to the calendar on a Windows laptop?","Apple’s iCloud data service works best with Apple’s own devices, but it is possible to make it work with other companies’ hardware.",The New York Times,https://www.nytimes.com/2014/01/09/technology/personaltech/taking-along-icloud-calendars.html
2014-01-10T00:48:09+0000,"For PC Makers, the Good News on 2013 Is That It Is Over","Last year was the first in which personal computer shipments fell at a double-digit percentage rate, according to two leading market-research companies.","The two leading analysis companies tracking the PC industry just delivered their reports on the fourth quarter of 2013, and it was bad.","Last year was the first in which personal computer shipments fell at a double-digit percentage rate, according to two leading market-research companies.",The New York Times,https://bits.blogs.nytimes.com/2014/01/09/for-pc-makers-the-good-news-on-2013-is-that-it-is-over/
2014-01-06T22:04:28+0000,Asking Siri About ‘Her’,"Apple’s programmers were ready when users asked Siri about Samantha, the operating system in “Her.”","Updated, 7:08 p.m. | Spike Jonze wrote his near-future love story “Her” before Apple introduced Siri, but comparisons are inevitable between Samantha, the computer operating system in the movie (voiced by Scarlett Johansson), and Siri, Apple’s digital assistant, originally voiced by Susan Bennett, a suburban Atlanta voiceover actor. ","Apple’s programmers were ready when users asked Siri about Samantha, the operating system in “Her.”",The New York Times,https://carpetbagger.blogs.nytimes.com/2014/01/06/asking-siri-about-her/
2014-01-02T22:52:58+0000,"Investors lock in 2013 gains, sinking stocks","Summary: Rocky start for stocks in 2014; Apple, Netflix fall; U.S. economy still improving; Martha settles with Macy's; Fiat's Chrysler deal. Bobbi Rebell reports.","Summary: Rocky start for stocks in 2014; Apple, Netflix fall; U.S. economy still improving; Martha settles with Macy's; Fiat's Chrysler deal. Bobbi Rebell reports.","Summary: Rocky start for stocks in 2014; Apple, Netflix fall; U.S. economy still improving; Martha settles with Macy's; Fiat's Chrysler deal. Bobbi Rebell reports.",Reuters,https://www.nytimes.com/video/multimedia/100000002630496/investors-lock-in-2013-gains-sinking-stocks.html
2014-01-06T22:00:47+0000,Samsung Electronics Goes Big on Tablets,"Samsung Electronics, the No. 1 handset maker, is trying to take on both Microsoft and Apple with two tablets aimed at professional users.","Samsung Electronics, the No. 1 handset maker, beat Apple to making smartphones with larger screens. Now the company wants to make an aggressive play in the tablet market with extra-large tablets.","Samsung Electronics, the No. 1 handset maker, is trying to take on both Microsoft and Apple with two tablets aimed at professional users.",The New York Times,https://bits.blogs.nytimes.com/2014/01/06/samsung-electronics-goes-big-on-tablets/
2014-01-07T00:44:39+0000,"Today’s Scuttlebot: Michael Bay’s C.E.S. Performance, and Charging Tech Shuttles","Monday’s highlights from around the web include an unexpected performance at Samsung’s press briefing at the Consumer Electronics Show. Plus, San Francisco’s mayor announced an initiative to make the operators of tech commuter buses pay the city f...","Every day, The New York Times’s staff scours the web for interesting and peculiar items.","Monday’s highlights from around the web include an unexpected performance at Samsung’s press briefing at the Consumer Electronics Show. Plus, San Francisco’s mayor announced an initiative to make the operators of tech commuter buses pay the city for bus stop use.",The New York Times,https://bits.blogs.nytimes.com/2014/01/06/todays-scuttlebot-michael-bays-c-e-s-performance-and-charging-tech-shuttles/
2014-01-09T23:45:49+0000,"Today’s Scuttlebot: A World of Bitcoins and Unicorns, and the Anniversary of the iPhone","Thursday’s highlights from around the web include Businessweek’s cover story on the arms race brewing over Bitcoin mining. Plus, seven years ago, Steven P. Jobs of Apple unveiled the company’s first iPhone.","Every day, The New York Times’s staff scours the web for interesting and peculiar items.","Thursday’s highlights from around the web include Businessweek’s cover story on the arms race brewing over Bitcoin mining. Plus, seven years ago, Steven P. Jobs of Apple unveiled the company’s first iPhone.",The New York Times,https://bits.blogs.nytimes.com/2014/01/09/todays-scuttlebot-a-world-of-bitcoins-and-unicorns-and-the-anniversary-of-the-iphone/
2014-01-07T13:24:06+0000,Daily Report: Soft Smartphone Sales Lead to Decline in Samsung’s Profit,"The South Korean company, the world’s biggest maker of smartphones, predicted operating income of $7.8 billion for the final quarter, down from $9.5 billion in the third quarter.","The world’s largest smartphone maker is facing unanticipated challenges, Eric Pfanner reports.","The South Korean company, the world’s biggest maker of smartphones, predicted operating income of $7.8 billion for the final quarter, down from $9.5 billion in the third quarter.",The New York Times,https://bits.blogs.nytimes.com/2014/01/07/daily-report-soft-smartphone-sales-lead-to-decline-in-samsungs-profit/
