Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2016-01-08T14:53:06+0000,Relocating Old iPhoto Events in Photos for OS X,How Mac users can find and organize their digital photos after upgrading to Photos for OS X.,"Q. When I migrated from iPhoto to Photos for OS X on my Mac, all of my iPhoto Events were converted into albums and buried in a parent folder called iPhoto Events. This makes reaching them very time-consuming. Is there a way to move all these old events into the main Albums tab?",How Mac users can find and organize their digital photos after upgrading to Photos for OS X.,The New York Times,https://www.nytimes.com/2016/01/09/technology/personaltech/relocating-old-iphoto-events-in-photos-for-os-x.html
2016-01-08T17:25:17+0000,Obama Shifts Online Strategy on ISIS,The administration will overhaul its response to online propaganda from the Islamic State after acknowledging it had largely failed to counter extremists on social media.,WASHINGTON — The Obama administration on Friday announced an overhaul of its efforts to respond to online propaganda from the Islamic State after months of acknowledgments that it had largely failed in its attempts to counter extremist recruitment and exhortations to violence on social media.,The administration will overhaul its response to online propaganda from the Islamic State after acknowledging it had largely failed to counter extremists on social media.,The New York Times,https://www.nytimes.com/2016/01/09/world/middleeast/white-house-officials-to-meet-with-tech-leaders-on-thwarting-terrorists.html
2016-01-06T10:00:05+0000,"On Display at CES, Tech Ideas in Their Awkward Adolescence","Plenty of groundbreaking technologies are in the works, but in the meantime, expect to be bombarded with early, clumsy versions of tomorrow’s tech.","It’s a cliché for journalists to whine about International CES, the annual consumer electronics show that brings gadget-hounds and billionaires like a nerdy plague upon Las Vegas this week. As many have complained — yours truly included — CES long ago devolved into a noisy parade of puffed-up announcements that usually amount to nothing.","Plenty of groundbreaking technologies are in the works, but in the meantime, expect to be bombarded with early, clumsy versions of tomorrow’s tech.",The New York Times,https://www.nytimes.com/2016/01/07/technology/on-display-at-ces-tech-ideas-in-their-awkward-adolescence.html
2016-01-06T00:19:29+0000,Adele Album Resists the Streaming Trend in Music Sales,"While CD and download sales continued to plunge in 2015, and streaming shot up, Adele’s “25” — an album not available for streaming — was the exception.","For the last few years, the prevailing theme in the recorded music business has been that CD and download sales were plunging while streaming has shot up quickly, as listening habits shift online.","While CD and download sales continued to plunge in 2015, and streaming shot up, Adele’s “25” — an album not available for streaming — was the exception.",The New York Times,https://www.nytimes.com/2016/01/06/business/media/adele-album-resists-the-trends-in-music-sales.html
2016-01-06T00:05:24+0000,Fitbit Shares Tumble 18% as Apple Watch Gains Market Share,"The sudden stock drop was attributed to both Apple’s increasing market share in wearable technology as well as disappointment in a new product offering, the Fitbit Blaze.","Shares of Fitbit, the maker of popular fitness tracking devices, sank 18 percent on Tuesday as investors worried about its ability to compete with Apple and other makers of wearable technology.","The sudden stock drop was attributed to both Apple’s increasing market share in wearable technology as well as disappointment in a new product offering, the Fitbit Blaze.",The New York Times,https://www.nytimes.com/2016/01/06/business/fitbit-shares-tumble-18-as-apple-watch-gains-market-share.html
2016-01-06T20:30:56+0000,A Beloved L.A. Chef’s Restorative Turmeric Tonic,"At Sqirl, Jessica Koslow’s restaurant with a cult following, a warm and healing drink riffs on the classic hot toddy.","“Ask your body what it needs and know when it’s satisfied,” says Jessica Koslow, the chef-owner of the wildly popular Sqirl restaurant in Los Angeles. “That’s the mantra.” When she broke her ankle a few years ago, Koslow says she went looking for “anything to help this lady who stands in the kitchen all day.” She found turmeric, a native rhizome of India known for its anti-inflammatory properties, and incorporated it into a healing elixir. “I enjoyed it so much that I played around with a recipe for it that I could serve daily at the restaurant.” For the new year, she created a new tonic — a take on the traditional hot toddy, and what she calls a “healthy, digestive sleep aid.” Others might just call it delicious.","At Sqirl, Jessica Koslow’s restaurant with a cult following, a warm and healing drink riffs on the classic hot toddy.",The New York Times,https://www.nytimes.com/2016/01/06/t-magazine/apple-turmeric-cinnamon-cardamom-tonic.html
2016-01-06T11:00:56+0000,Ask Well: Eating With Diabetes,"People can work with a diabetes educator to develop an eating plan that includes their favorite foods, albeit in limited amounts.",Question:,"People can work with a diabetes educator to develop an eating plan that includes their favorite foods, albeit in limited amounts.",The New York Times,https://well.blogs.nytimes.com/2016/01/06/ask-well-eating-with-diabetes/
2016-01-06T23:32:38+0000,"Video Feature: Apps Give Journal Writers Inspiration, and Maybe a Nudge",Mobile diary-writers can get reminders and other tools to create entries and enhance them with information; some apps allow sharing over social media.,"KEEPING a journal is something many of us try to take up at the start of a new year, but it can be a hard habit to stick with. To make it a bit easier, you can keep a digital journal or diary with you wherever you go, and many are set up to encourage people to keep typing away day after day.",Mobile diary-writers can get reminders and other tools to create entries and enhance them with information; some apps allow sharing over social media.,The New York Times,https://www.nytimes.com/2016/01/07/technology/personaltech/video-feature-apps-give-journal-writers-inspiration-and-maybe-a-nudge.html
2016-01-07T14:34:29+0000,How to Add Currency Symbols to Text in Android,"Press-and-hold shortcuts will reveal numerous characters on both the ABC and ?123 keyboards, including the symbols for the euro, the peso and the yen.",Q. Do you need a special keyboard to make a euro symbol on Android 6.0?,"Press-and-hold shortcuts will reveal numerous characters on both the ABC and ?123 keyboards, including the symbols for the euro, the peso and the yen.",The New York Times,https://www.nytimes.com/2016/01/08/technology/personaltech/how-to-add-currency-symbols-to-text-in-android.html
2016-01-06T20:37:31+0000,Six Steps to Teaching Children About the Stock Market,The goal of letting kids invest is to teach them that buying individual stocks is essentially gambling before there’s much money involved.,"In the first three trading days of the new year, the stock market has fallen far enough and fast enough that it has prompted news alerts on phones and shouting heads on television. So why would you want to expose your children to any of that?",The goal of letting kids invest is to teach them that buying individual stocks is essentially gambling before there’s much money involved.,The New York Times,https://parenting.blogs.nytimes.com/2016/01/06/six-steps-to-teaching-children-about-the-stock-market/
2016-01-18T13:23:31+0000,Finding Your Way Around GarageBand,"With its ability to play virtual instruments and mix tracks into finished songs, the program can appear intimidating, but there are tutorials right on the iPad.","Q. I am intrigued by the creative potential of the GarageBand app on the iPad, but the program is a little overwhelming for the musical novice. How does one even begin to learn it?","With its ability to play virtual instruments and mix tracks into finished songs, the program can appear intimidating, but there are tutorials right on the iPad.",The New York Times,https://www.nytimes.com/2016/01/19/technology/personaltech/finding-your-way-around-garageband.html
