Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2022-01-05T17:44:31+0000,The Meaning of Apple at $3 Trillion,We aren’t buying more smartphones. So how is this smartphone company making crazy money?,This article is part of the On Tech newsletter. Here is a collection of past columns.,We aren’t buying more smartphones. So how is this smartphone company making crazy money?,The New York Times,https://www.nytimes.com/2022/01/05/technology/apple-profits.html
2022-01-03T18:48:42+0000,Apple Becomes First Company to Hit $3 Trillion Market Value,The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.,"Combine Walmart, Disney, Netflix, Nike, Exxon Mobil, Coca-Cola, Comcast, Morgan Stanley, McDonald’s, AT&T, Goldman Sachs, Boeing, IBM and Ford.",The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.,The New York Times,https://www.nytimes.com/2022/01/03/technology/apple-3-trillion-market-value.html
2022-01-08T23:00:06+0000,Food for Thought,Timothy Polin’s puzzle gives us a good core workout.,"SUNDAY PUZZLE — This is a case where the print introduction to the Sunday puzzle, which I know goes unseen by most solvers, has quite a good teaser to some facets of a terrific grid that I fear will be similarly missed by a lot of people. Shame, really, but don’t feel down, because you’re going to be one of the lucky ones.",Timothy Polin’s puzzle gives us a good core workout.,The New York Times,https://www.nytimes.com/2022/01/08/crosswords/daily-puzzle-2022-01-09.html
2022-01-08T11:00:03+0000,No Longer in Service: BlackBerry Phones Come to Their End,BlackBerry was once Canada’s most valuable company and a global force in tech. The final step in its downfall as a phone maker arrived this week.,"For many years, my work for The New York Times was centered on one thing: BlackBerrys. But this week, the onetime wonder of Canada’s tech industry finally faded out as a smartphone maker.",BlackBerry was once Canada’s most valuable company and a global force in tech. The final step in its downfall as a phone maker arrived this week.,The New York Times,https://www.nytimes.com/2022/01/08/world/canada/blackberry-phone-service-ends.html
2022-01-05T08:28:38+0000,Cuomo’s Criminal Sexual Assault Case Is Dropped,"The woman who said former Gov. Andrew Cuomo groped her was “credible,” the district attorney said, but proving the charge would be a challenge.","Good morning. It’s Wednesday. We’ll look at the latest development in the sexual harassment scandal involving former Gov. Andrew Cuomo. We’ll also look at the end of the reign of Coney Island’s unofficial mayor, who says he was fired by an organization he started.","The woman who said former Gov. Andrew Cuomo groped her was “credible,” the district attorney said, but proving the charge would be a challenge.",The New York Times,https://www.nytimes.com/2022/01/05/nyregion/cuomo-criminal-charge-dropped.html
2022-01-03T11:57:56+0000,How Beijing Has Muted Hong Kong’s Independent Media,"Citizen News, a small but aggressive online publication, is the latest outlet to fold amid relentless pressure from the authorities.","HONG KONG — Citizen News, a small online news site in Hong Kong known for its in-depth coverage of courts and local politics, said it would stop publishing on Monday night, deepening concerns about the collapse of the city’s once-robust media.","Citizen News, a small but aggressive online publication, is the latest outlet to fold amid relentless pressure from the authorities.",The New York Times,https://www.nytimes.com/article/hong-kong-media-muzzled.html
2022-01-04T21:37:50+0000,"Election Falsehoods Surged on Podcasts Before Capitol Riots, Researchers Find","A new study analyzed nearly 1,500 episodes, showing the extent to which podcasts pushed misinformation about voter fraud.","Weeks before the 2020 presidential election, the conservative broadcaster Glenn Beck outlined his prediction for how Election Day would unfold: President Donald J. Trump would be winning that night, but his lead would erode as dubious mail-in ballots arrived, giving Joseph R. Biden Jr. an unlikely edge.","A new study analyzed nearly 1,500 episodes, showing the extent to which podcasts pushed misinformation about voter fraud.",The New York Times,https://www.nytimes.com/2022/01/04/technology/apple-google-spotify-podcast-election-misinformation.html
2022-01-05T00:00:00+0000,Caramelized Apple King Cake,,"Though there are many versions of king cake — the pastry eaten from Twelfth Night through Mardi Gras — many New Orleanians trace their best memories back to their local bakery. Such is the case for the Creole chef and New Orleans native Dominick Lee. His recipe was inspired by childhood memories of king cakes with apple filling served in the city’s Gentilly neighborhood. Mr. Lee retains that filling in his cake and takes inspiration from global influences, adding a fragrant orange blossom cream-cheese frosting. True to tradition, a plastic baby is hidden within the cake. The person who finds and eats the slice with the baby is promised luck and prosperity, and — fair warning — is also responsible for providing the next cake.",,,https://cooking.nytimes.com/recipes/1022851-caramelized-apple-king-cake
2022-01-03T22:40:32+0000,"Omicron, Apple, Jan. 6: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,The New York Times,https://www.nytimes.com/2022/01/03/briefing/omicron-apple-jan-6-your-monday-evening-briefing.html
2022-01-07T17:19:01+0000,Stream These 11 Great Performances by Sidney Poitier,"As an actor and filmmaker, he strove to bring layered Black individuals to the screen at a time when that was rare.","Sidney Poitier has died at age 94. A perennial Oscar nominee in the 1960s, Poitier became a movie star at a time when Hollywood tended to relegate Black actors to roles as servants, appearing for just a scene or two, often as comic relief. But he was rarely a supporting player, even at the start of his career. He took leads, specializing in a specific type: the educated, well-mannered, middle-class professional who had assimilated into the parts of white society willing to accept him.","As an actor and filmmaker, he strove to bring layered Black individuals to the screen at a time when that was rare.",The New York Times,https://www.nytimes.com/2022/01/07/movies/sidney-poitier-movies.html
